id;word;polarity;joy;fear;sadness;anger;surprise;disgust
11807;révéler;positive;0;0;0;0;0;0
11808;revendre;negative;0;0;0;0;0;0
11809;revenir à;positive;0;0;0;0;0;0
11810;revenir sur son pas;negative;0;1;1;0;0;0
11811;revenir;positive;0;0;1;0;0;0
11812;revenu;positive;0;0;1;0;0;0
11813;réverbération;negative;0;1;0;0;1;0
11814;révérence;positive;0;0;0;0;0;0
11815;révérend;positive;0;0;0;0;0;0
11816;révérer;positive;0;0;0;0;0;0
11817;rêverie;positive;0;0;0;0;0;0
11818;réversion;negative;0;0;0;0;0;0
11819;revêtir;positive;0;0;0;0;0;0
11820;revigorer;positive;0;0;0;0;0;0
11821;revigorant;positive;0;0;0;0;0;0
11822;réviser;positive;0;0;0;0;0;0
11823;révision;positive;0;0;0;0;0;0
11824;revisiter;positive;0;0;0;0;0;0
11825;révolter;negative;0;1;0;1;0;1
11826;révoltant;negative;0;1;0;1;0;1
11827;révolte;negative;0;0;0;1;1;0
11828;révolu;negative;0;0;1;0;0;0
11829;révolutionnaire;negative;0;1;0;1;0;0
11830;révolutionner;positive;0;0;0;0;1;0
11831;révolvantes;negative;0;1;0;1;0;1
11832;revolver;negative;0;1;1;1;0;0
11833;révoquer;negative;0;1;1;1;0;1
11834;rhabiller;positive;0;0;0;0;0;0
11835;rhétorique;positive;0;0;0;0;0;0
11836;rhum;positive;0;0;0;0;0;0
11837;rhumatisme;negative;0;1;1;1;0;0
11838;rhume;negative;0;0;1;0;0;0
11839;ricanement;negative;0;0;0;1;0;1
11840;ricaner;negative;0;0;0;1;0;1
11841;riche;positive;0;0;1;0;0;1
11842;richesse;positive;0;0;0;0;0;0
11843;ride;negative;0;1;1;0;0;1
11844;rider;negative;0;0;1;0;0;0
11845;rideau;positive;0;0;0;0;0;0
11846;ridicule;negative;0;0;1;1;1;1
11847;ridiculiser;negative;0;0;1;1;0;1
11848;rien de temps;negative;0;0;0;0;1;0
11849;rigide;negative;0;0;0;1;0;0
11850;rigidifier;negative;0;1;0;1;0;0
11851;rigidité;negative;0;1;1;1;0;0
11852;rigolade;positive;1;0;0;0;0;0
11853;rigoler;positive;0;0;0;0;1;0
11854;rigole;positive;0;0;0;0;0;0
11855;rigueur;negative;0;1;0;1;0;1
11856;rimer;positive;0;0;0;0;0;0
11857;rime;positive;0;0;0;0;0;0
11858;rinçage;positive;0;0;0;0;0;0
11859;rincer;positive;0;0;0;0;0;0
11860;riposte;negative;0;0;0;1;0;0
11861;riposter;negative;0;0;0;1;0;0
11862;rire;positive;0;0;0;0;1;0
11863;rire bête;positive;1;0;0;0;0;0
11864;rire bêtement;positive;1;0;0;0;0;0
11865;risible;negative;0;0;0;0;0;1
11866;risque;negative;0;1;0;0;0;0
11867;risquer;negative;0;1;0;0;0;0
11868;rite;positive;0;0;0;0;0;0
11869;ritualiste;positive;0;0;0;0;0;0
11870;rivage;positive;0;0;0;0;0;0
11871;rivaliser;negative;0;1;0;1;0;0
11872;rivalité;negative;0;0;0;1;0;0
11873;rive;positive;0;0;0;0;0;0
11874;riverain;positive;0;0;0;0;0;0
11875;rivet;positive;0;0;0;0;0;0
11876;riveter;positive;0;0;0;0;0;0
11877;rivière;positive;0;0;0;0;0;0
11878;rixe;negative;0;1;0;1;0;1
11879;riz;positive;0;0;0;0;0;0
11880;rizière;positive;0;0;0;0;0;0
11881;roadster;positive;0;0;0;0;0;0
11882;robe;positive;0;0;0;0;0;0
11883;robinet;positive;0;0;0;0;0;0
11884;robot;positive;0;0;0;0;0;0
11885;robotique;positive;0;0;0;0;0;0
11886;rocailleux;negative;0;1;0;0;0;0
11887;roche;positive;0;0;0;0;0;0
11888;rocher;positive;0;0;0;0;0;0
11889;rock;positive;0;0;0;0;0;0
11890;rôder;negative;0;1;0;0;1;0
11891;rogner;positive;0;0;0;0;0;0
11892;roi;positive;0;0;0;0;0;0
11893;rôle;positive;0;0;0;0;0;0
11894;romantique;positive;0;0;0;0;0;0
11895;romantisme;positive;0;0;0;0;0;0
11896;romarin;positive;0;0;0;0;0;0
11897;rond;positive;0;0;0;0;0;0
11898;rond point;positive;0;0;0;0;0;0
11899;ronde;positive;0;0;0;0;0;0
11900;rondin;positive;0;0;0;0;0;0
11901;ronflement;negative;0;0;0;1;0;1
11902;ronfler;negative;0;0;0;1;0;1
11903;ronronnement;positive;0;0;0;0;0;0
11904;ronronner;positive;0;0;0;0;0;0
11905;roquette;negative;0;1;0;1;0;0
11906;rosaire;positive;0;0;0;0;0;0
11907;rose;positive;0;0;0;0;0;0
11908;roser;positive;0;0;0;0;0;0
11909;roseau;positive;0;0;0;0;0;0
11910;rosette;positive;0;0;0;0;0;0
11911;rosier;positive;0;0;0;0;0;0
11912;rossignol;positive;1;0;0;0;0;0
11913;rotatif;positive;0;0;0;0;0;0
11914;rôtir;negative;0;0;0;0;0;0
11915;rotin;positive;0;0;0;0;0;0
11916;rôtisserie;positive;0;0;0;0;0;0
11917;rotor;positive;0;0;0;0;0;0
11918;rotule;positive;0;0;0;0;0;0
11919;rouage;positive;0;0;0;0;0;0
11920;roucoulement;positive;1;0;0;0;0;0
11921;roucouler;positive;1;0;0;0;0;0
11922;roue;positive;0;0;0;0;0;0
11923;rouge à lèvre;positive;0;0;0;0;0;0
11924;rougeâtre;negative;0;0;0;0;0;1
11925;rougeaud;negative;0;0;0;0;0;1
11926;rougeole;negative;0;1;1;0;0;1
11927;rouge;negative;0;0;0;0;0;0
11928;rougeur;negative;0;0;0;0;0;1
11929;rougir;negative;0;0;0;0;1;0
11930;rougissant;negative;0;0;0;0;1;0
11931;rouille;negative;0;1;1;0;0;1
11932;rouiller;negative;0;0;1;0;0;1
11933;rouler;negative;0;0;0;0;0;0
11934;rouleau;positive;0;0;0;0;0;0
11935;rouleau compresseur;negative;0;1;0;0;0;0
11936;roulement;positive;0;0;0;0;0;0
11937;rouquin;negative;0;0;0;0;0;0
11938;rousse;negative;0;0;0;0;0;0
11939;route;positive;0;0;0;0;0;0
11940;route à péage;positive;0;0;0;0;0;0
11941;routine;positive;0;0;0;0;0;0
11942;roux;negative;0;0;0;0;0;0
11943;royal;positive;0;0;0;0;0;0
11944;royaume;positive;0;0;0;0;0;0
11945;royauté;positive;0;0;0;0;0;0
11946;ruban;positive;0;0;0;1;0;0
11947;ruban adhésif;positive;0;0;0;0;0;0
11948;rubis;positive;0;0;0;0;0;0
11949;rubrique;positive;0;0;0;0;0;0
11950;ruche;negative;0;1;0;1;0;0
11951;rude;negative;0;1;1;0;0;0
11952;rudimentaire;negative;0;1;1;0;0;0
11953;rudiment;positive;0;0;0;0;0;0
11954;rue;positive;0;0;0;0;0;0
11955;rue principal;positive;0;0;0;0;0;0
11956;ruer;negative;0;1;0;1;1;0
11957;ruelle;positive;0;0;0;0;0;0
11958;rugir;negative;0;1;0;1;1;0
11959;rugissement;negative;0;1;0;1;1;0
11960;rugosité;negative;0;0;1;1;0;1
11961;rugueux;negative;0;1;0;0;0;0
11962;ruineux;negative;0;1;1;1;0;1
11963;ruisseler;negative;0;0;0;0;0;0
11964;ruisselant;negative;0;0;0;0;0;0
11965;ruissellement;negative;0;0;0;0;0;0
11966;rumeur;negative;0;1;1;1;0;1
11967;rune;negative;0;0;0;0;0;0
11968;rupture;negative;0;1;1;0;1;0
11969;rural;negative;0;0;0;0;0;0
11970;rush;negative;0;1;0;1;1;0
11971;rustique;negative;0;0;0;0;0;0
11972;rythme;positive;0;0;0;0;0;0
11973;rythmer;positive;0;0;0;0;1;0
11974;rythmique;positive;0;0;0;0;1;0
11975;s abstenir;negative;0;1;1;0;0;0
11976;s accroupir;negative;0;1;0;0;0;0
11977;s adapter;positive;0;0;0;0;0;0
11978;s agenouiller;negative;0;0;1;0;0;0
11979;s armer;positive;0;0;0;0;0;0
11980;s arrêter;negative;0;1;0;0;1;0
11981;s attarder;negative;0;0;0;0;0;0
11982;s attendre à;positive;0;0;0;0;1;0
11983;s atténuer;negative;0;0;0;0;0;0
11984;s attrouper;negative;0;1;0;0;0;0
11985;s avérer;positive;0;0;0;0;0;0
11986;s éclairer;positive;0;0;0;0;1;0
11987;s écouler;positive;0;0;0;0;0;0
11988;s efforcer;positive;0;0;0;0;0;0
11989;s élever;positive;0;0;0;0;0;0
11990;s émerveiller;positive;0;0;0;0;1;0
11991;s emmêler;negative;0;1;0;1;0;0
11992;s emporter;negative;0;1;0;1;0;0
11993;s enchevêtrer;negative;0;1;0;1;0;0
11994;s endurcir;negative;0;0;1;1;0;0
11995;s enrager;negative;0;1;0;1;0;0
11996;s ensuivre;positive;0;0;0;0;0;0
11997;s entraînant;positive;0;0;0;0;0;0
11998;s envaser;negative;0;1;0;0;0;1
11999;s épanouir;positive;1;0;0;0;0;0
12000;s éparpiller;negative;0;1;1;0;0;0
12001;s estomper;negative;0;0;1;0;0;0
12002;s étendre;positive;0;0;0;0;0;0
12003;s évertuer;positive;0;0;0;0;0;0
12004;s exécutant;positive;0;0;0;0;0;0
12005;s expatrier;negative;0;1;1;0;0;0
12006;s identifier;positive;0;0;0;0;0;0
12007;s inclinant;negative;0;1;0;0;0;0
12008;s incliner;positive;0;1;0;0;0;0
12009;s inquiéter;negative;0;1;0;0;0;0
12010;s inscrire;positive;0;0;0;0;0;0
12011;s occupant de;positive;0;0;0;0;0;0
12012;s opposer à;negative;0;0;0;1;0;0
12013;sable;negative;0;0;0;0;0;0
12014;sableux;negative;0;0;0;0;0;1
12015;sableur|sableuse;negative;0;0;0;0;0;1
12016;sablier;positive;0;0;0;0;0;0
12017;sablonneux;negative;0;0;0;0;0;1
12018;sabot;negative;0;0;0;0;0;0
12019;sabotage;negative;0;1;1;1;1;1
12020;saboter;negative;0;1;1;1;1;1
12021;sabre;negative;0;1;0;1;0;0
12022;sabrer;negative;0;1;0;1;0;0
12023;sac;positive;0;0;0;1;0;0
12024;sac à dos;positive;0;0;0;0;0;0
12025;sac à main;positive;0;0;0;0;0;0
12026;saccader;negative;0;0;0;0;0;0
12027;saccage;negative;0;1;0;1;1;0
12028;saccager;negative;0;1;1;1;1;1
12029;sacerdotal;positive;0;0;0;0;0;0
12030;savoir;positive;0;0;0;0;0;0
12031;sacoche;positive;0;0;0;0;0;0
12032;sacré;positive;0;0;0;0;0;0
12033;sacrer;positive;0;0;0;0;0;0
12034;sacrement;positive;0;0;0;0;0;0
12035;sacrifice;negative;0;1;1;0;0;1
12036;safran;positive;0;0;0;0;0;0
12037;saga;positive;0;0;0;0;0;0
12038;sage;positive;0;0;0;0;0;0
12039;sage femme;positive;0;0;0;0;0;0
12040;sagesse;positive;0;0;0;0;0;0
12041;saignant;negative;0;1;1;0;0;1
12042;saignement;negative;0;1;1;0;0;1
12043;sailler|saillir;negative;0;1;0;0;1;0
12044;saillant;positive;0;1;0;0;1;0
12045;saillie;negative;0;1;0;0;0;1
12046;sain;positive;0;0;0;0;0;0
12047;saindoux;negative;0;0;0;0;0;1
12048;sainteté;positive;0;1;0;0;1;0
12049;saisissant;negative;0;1;0;0;1;0
12050;saison;positive;0;0;0;0;0;0
12051;salade;negative;0;0;0;0;0;0
12052;salaire;positive;0;0;0;0;0;0
12053;salamandre;negative;0;1;0;0;0;1
12054;sale;negative;0;0;0;0;0;1
12055;saler;negative;0;0;0;0;0;1
12056;sale gosse;negative;0;0;0;1;0;1
12057;saleté;negative;0;0;0;0;0;1
12058;salin;negative;0;0;0;0;0;0
12059;salin|saline;negative;0;0;0;0;0;0
12060;salir;negative;0;0;0;0;0;1
12061;salissant;negative;0;1;1;1;0;1
12062;salive;positive;0;0;0;0;0;1
12063;saliver;positive;0;0;0;0;0;1
12064;salle;positive;0;0;0;0;0;0
12065;salle de bain;positive;0;0;0;0;0;0
12066;salle de bal;positive;0;0;0;0;0;0
12067;salon;positive;1;0;0;0;0;0
12068;salope;negative;0;0;0;1;0;1
12069;salopette;positive;0;0;0;0;0;0
12070;salubre;positive;0;0;0;0;0;0
12071;saluer;positive;1;0;0;0;0;0
12072;salut;negative;0;0;1;0;1;0
12073;salutaire;positive;0;0;0;0;0;0
12074;salutation;positive;0;0;0;0;1;0
12075;salve;negative;0;1;0;0;0;0
12076;samba;positive;1;0;0;0;0;0
12077;samissants;negative;0;1;1;1;0;1
12078;samouraï;positive;0;1;0;0;0;0
12079;sanctification;positive;0;0;0;0;0;0
12080;sanctifier;positive;0;0;0;0;0;0
12081;sanction;negative;0;1;1;1;0;1
12082;sanctionner;negative;0;1;1;0;0;0
12083;sanctuaire;positive;0;0;0;0;0;0
12084;sandale;positive;0;0;0;0;0;0
12085;sang;negative;0;1;1;1;0;1
12086;sang froid;positive;0;0;0;0;0;0
12087;sangler;negative;0;1;1;1;0;1
12088;sanglant;negative;0;1;1;1;0;1
12089;sangle;negative;0;1;0;0;0;0
12090;sanglier;negative;0;1;0;0;0;1
12091;sanglot;negative;0;0;1;0;0;0
12092;sangloter;negative;0;0;1;0;0;0
12093;sangsue;negative;0;0;0;0;0;1
12094;sanguinaire;negative;0;1;0;1;0;1
12095;sanguin;positive;0;0;0;0;0;0
12096;sanitaire;positive;0;0;0;0;0;0
12097;sans abri;negative;0;1;1;1;0;1
12098;sans accompagnement;negative;0;0;1;0;0;0
12099;sans aide;negative;0;0;1;0;0;0
12100;sans ambiguïté;positive;0;0;0;0;0;0
12101;sans âme;negative;0;1;1;0;0;1
12102;sans arme;negative;0;0;0;0;0;0
12103;sans attache;negative;0;0;1;0;0;0
12104;sans aucun doute;positive;0;0;0;0;0;0
12105;sans borne;positive;0;0;0;0;0;0
12106;sans bruit;positive;1;0;0;0;0;0
12107;sans but;negative;0;0;1;0;0;0
12108;sans c?ur;negative;0;0;1;1;0;1
12109;sans conséquence;negative;0;0;1;0;0;0
12110;sans contrainte;positive;0;0;0;0;0;0
12111;sans couleur;negative;0;0;1;0;0;0
12112;sans couture;positive;0;0;0;0;0;0
12113;sans défense;negative;0;1;1;0;0;0
12114;sans délai;positive;0;0;0;0;1;0
12115;sans dent;negative;0;0;1;0;0;1
12116;sans domicile fixe;negative;0;1;1;1;0;1
12117;sans doute;positive;0;0;0;0;0;0
12118;sans éclat;negative;0;0;1;0;0;0
12119;sans emploi;negative;0;1;1;0;0;0
12120;sans énergie;negative;0;0;1;0;0;0
12121;sans équivoque;positive;0;0;0;0;0;0
12122;sans espoir;negative;0;1;1;0;0;0
12123;sans être voir;negative;0;0;1;0;0;0
12124;sans faille;positive;0;0;0;0;0;0
12125;sans faire exprès;negative;0;1;1;0;1;0
12126;sans faute;positive;0;0;0;0;0;0
12127;sans fil;positive;0;0;0;1;1;0
12128;sans fond;negative;0;1;0;0;0;0
12129;sans formation;negative;0;0;1;0;0;0
12130;sans heurt;positive;1;0;0;0;0;0
12131;sans importance;negative;0;0;1;0;0;0
12132;sans instruction;negative;0;0;1;0;0;1
12133;sans interruption;positive;1;0;0;0;0;0
12134;sans le faire exprès;negative;0;1;1;0;0;0
12135;sans le savoir;negative;0;1;1;0;0;0
12136;sans le sou;negative;0;0;1;0;0;0
12137;sans le vouloir;negative;0;1;1;0;1;0
12138;sans lien;negative;0;0;1;0;0;0
12139;sans limite;positive;0;0;0;0;0;0
12140;sans manche;positive;0;0;0;0;0;0
12141;sans nom;negative;0;1;1;0;0;1
12142;sans obstacle;positive;0;0;0;0;0;0
12143;sans permis;negative;0;0;0;0;0;0
12144;sans peur;positive;0;1;0;0;0;0
12145;sans précédent;positive;0;0;0;0;1;0
12146;sans prétention;positive;0;0;0;0;0;0
12147;sans rapport;negative;0;1;1;0;0;0
12148;sans relâche;positive;0;0;0;0;0;0
12149;sans résistance;positive;0;0;0;0;0;0
12150;sans restriction;positive;1;0;0;0;0;0
12151;sans retenue;positive;1;0;0;0;0;0
12152;sans scrupule;negative;0;0;0;1;0;1
12153;sans soleil;negative;0;0;1;0;0;0
12154;sans sucre;positive;0;0;0;0;0;0
12155;sans surveillance;negative;0;1;1;0;0;0
12156;sans tache;positive;0;0;0;0;0;0
12157;sans tenir compte de;negative;0;0;0;0;0;0
12158;sans titre;negative;0;0;1;0;0;0
12159;sans vie;negative;0;1;1;0;0;0
12160;sans voix;negative;0;1;1;0;1;0
12161;santé;positive;1;0;0;0;0;0
12162;santé mental;positive;0;0;0;0;0;0
12163;saoul;negative;0;0;0;0;0;1
12164;sapeur pompier;positive;0;0;0;0;0;0
12165;saphir;positive;0;0;0;0;0;0
12166;sarcasme;negative;0;0;1;1;0;1
12167;sarcastique;negative;0;0;0;1;0;1
12168;sarcome;negative;0;1;1;0;0;0
12169;sardonique;negative;0;0;0;1;0;1
12170;satanique;negative;0;1;0;1;0;0
12171;satellite;positive;0;0;0;0;0;0
12172;satin;positive;0;0;0;0;0;0
12173;satiner;positive;0;0;0;0;0;0
12174;satire;negative;0;0;0;1;0;1
12175;satirique;negative;0;0;0;1;0;1
12176;satisfaction;positive;1;0;0;0;0;0
12177;saturation;negative;0;0;0;0;0;0
12178;saturer;negative;0;0;1;1;0;1
12179;sauce;positive;0;0;0;0;0;0
12180;sauge;positive;0;0;0;0;0;0
12181;saule;positive;0;0;0;0;0;0
12182;saumâtre;negative;0;0;0;0;0;1
12183;saumure;negative;0;0;0;0;0;1
12184;sauna;positive;0;0;0;0;0;0
12185;saupoudrage;positive;0;0;0;0;0;0
12186;saupoudrer;positive;0;0;0;0;0;0
12187;saut;positive;1;0;0;0;0;0
12188;sauter;negative;0;1;0;0;0;1
12189;sauter en parachute;negative;0;1;0;0;0;0
12190;sauterelle;positive;0;1;0;0;0;1
12191;sautiller;positive;1;0;0;0;0;0
12192;sauvagerie;negative;0;1;0;1;0;0
12193;sauvegarde;positive;0;0;0;0;0;0
12194;sauvegarder;positive;0;0;0;0;0;0
12195;sauver;positive;0;0;0;0;0;0
12196;sauvetage;positive;0;0;0;0;1;0
12197;savane;positive;0;0;0;0;0;0
12198;saveur;positive;0;0;1;0;0;1
12199;savon;positive;0;0;0;0;0;0
12200;savonner;positive;0;0;0;0;0;0
12201;savonneux;negative;0;1;0;0;0;0
12202;savourer;positive;0;0;1;0;0;1
12203;saxo;positive;0;0;0;0;0;0
12204;saxophone;positive;0;0;0;0;0;0
12205;scalpel;negative;0;1;0;0;0;0
12206;scalper;negative;0;1;0;0;0;1
12207;scandale;negative;0;1;0;1;1;0
12208;scander;positive;0;0;0;1;1;0
12209;scanner;positive;0;0;0;0;0;0
12210;scape;negative;0;0;0;0;0;0
12211;scarabée;positive;0;1;0;0;0;1
12212;sceau;positive;0;0;0;0;0;0
12213;sceller;positive;0;0;0;0;0;0
12214;scène;positive;0;0;0;0;0;0
12215;scénique;positive;0;0;0;0;0;0
12216;scepticisme;negative;0;1;0;0;1;0
12217;schéma;positive;0;0;0;0;0;0
12218;schématique;positive;0;0;0;0;0;0
12219;schisme;negative;0;0;0;1;0;0
12220;schizophrénie;negative;0;1;1;1;0;1
12221;sciatique;negative;0;1;1;0;0;0
12222;sciemment;positive;0;0;0;0;0;0
12223;science;positive;0;0;0;0;0;0
12224;science économique;positive;0;0;0;0;0;0
12225;science humain;positive;0;0;0;0;0;0
12226;scientifique;positive;0;0;0;0;0;0
12227;scinder;negative;0;0;0;1;0;0
12228;scintillant;positive;1;0;0;0;0;0
12229;scintillateur;positive;0;0;0;0;0;0
12230;scintillation;positive;0;0;0;0;1;0
12231;scintillement;positive;0;0;0;0;1;0
12232;scintiller;positive;0;0;0;0;1;1
12233;scission;negative;0;0;1;1;0;0
12234;sciure;negative;0;0;0;0;0;1
12235;scolaire;positive;0;0;0;0;0;0
12236;scolarité;positive;0;0;0;0;0;0
12237;sconse;negative;0;0;0;0;0;1
12238;scoop;positive;0;0;0;0;1;0
12239;score;positive;0;0;0;0;1;0
12240;scorie;negative;0;0;0;0;0;1
12241;scorpion;negative;0;1;0;1;1;1
12242;scotch;positive;0;0;0;0;0;0
12243;scout;positive;0;0;0;0;0;0
12244;scribe;positive;0;0;0;0;0;0
12245;script;positive;0;0;0;0;0;0
12246;scriptural;positive;0;0;0;0;0;0
12247;scruter;negative;0;0;0;0;0;0
12248;scrutin;positive;0;0;0;0;0;0
12249;sculpter;positive;0;0;0;0;0;0
12250;sculpteur;positive;0;0;0;0;0;0
12251;sculpture;positive;0;0;0;0;0;0
12252;se bagarrer;negative;0;1;0;1;0;1
12253;se baigner;positive;0;0;0;0;0;0
12254;se balader;positive;1;0;0;0;0;0
12255;se balancer;positive;0;0;0;0;0;0
12256;se baser;positive;0;0;0;0;0;0
12257;se battre;negative;0;1;0;1;0;0
12258;se battre pour qch;negative;0;1;0;1;0;0
12259;se battre en duel;negative;0;1;0;1;0;0
12260;se blottir;positive;0;0;0;0;0;0
12261;se boursoufler;negative;0;0;0;0;0;1
12262;se braquer;negative;0;1;0;0;1;0
12263;se briser;negative;0;0;0;0;1;0
12264;se camoufler;negative;0;0;0;0;1;0
12265;se casser;negative;0;0;0;0;1;0
12266;se casser net;negative;0;1;0;1;1;0
12267;se charger de;positive;0;0;0;0;0;0
12268;se chevaucher;negative;0;0;0;0;0;0
12269;se composer de;positive;0;0;0;0;0;0
12270;se concentrer;positive;0;0;0;0;0;0
12271;se concrétiser;positive;0;0;0;0;0;0
12272;se conformer;positive;0;0;0;0;0;0
12273;se conjuguer;positive;0;0;0;0;0;0
12274;se connaître;positive;0;0;0;0;0;0
12275;se connecter;positive;0;0;0;0;0;0
12276;se contracter;negative;0;1;0;1;0;0
12277;se contredire;negative;0;0;0;1;0;0
12278;se coucher;positive;0;0;0;0;0;0
12279;se couper;negative;0;1;1;0;0;0
12280;se courber;negative;0;1;0;0;0;0
12281;se couvrir;positive;0;0;0;0;0;0
12282;se crisper;negative;0;1;0;1;0;0
12283;se débarrasser;negative;0;0;1;1;0;0
12284;se débarrasser de;negative;0;0;1;1;0;1
12285;se débattre;negative;0;1;1;1;0;0
12286;se débrouiller;negative;0;1;1;1;0;0
12287;se décomposer;negative;0;1;1;0;0;1
12288;se décourager;negative;0;1;1;1;0;0
12289;se déformer;negative;0;0;1;1;0;0
12290;se dégonfler;negative;0;1;1;1;0;0
12291;se dégrader;negative;0;0;1;0;0;1
12292;se déguiser;negative;0;0;0;0;0;0
12293;se délecter;positive;1;0;0;0;0;0
12294;se délester;positive;0;0;0;0;0;0
12295;se dépêcher;negative;0;1;0;1;1;0
12296;se déployer;positive;0;0;0;0;0;0
12297;se dépouiller de;negative;0;0;0;0;0;1
12298;se déprécier;negative;0;0;1;1;0;1
12299;se dérouler;positive;0;0;0;0;0;0
12300;se déshabiller;positive;0;0;0;0;0;0
12301;se désintégrer;negative;0;1;1;1;0;1
12302;se désister;negative;0;1;1;0;0;0
12303;se détendre;positive;0;0;0;0;0;0
12304;se détériorer;negative;0;1;1;1;0;1
12305;se développer;positive;0;0;0;0;0;0
12306;se dilater;negative;0;1;0;0;0;0
12307;se disperser;negative;0;1;1;0;0;0
12308;se disputer;negative;0;0;0;1;0;0
12309;se dissiper;negative;0;0;0;0;0;0
12310;se dissoudre;negative;0;0;0;0;0;0
12311;se diversifier;positive;0;0;0;0;0;0
12312;se doucher;positive;0;0;0;0;0;0
12313;se durcir;negative;0;0;1;1;0;0
12314;se faire passer pour;negative;0;0;0;1;0;0
12315;se faire plaisir;positive;1;0;0;0;0;0
12316;se familiariser;positive;0;0;0;0;0;0
12317;se fatiguer;negative;0;0;1;0;0;0
12318;se faufiler;negative;0;1;0;1;1;0
12319;se fissurer;negative;0;1;0;0;1;0
12320;se fouler;negative;0;1;1;0;1;0
12321;se frotter;negative;0;0;0;0;0;0
12322;se glisser;negative;0;0;0;0;0;1
12323;se glisser furtivement;negative;0;1;0;1;1;0
12324;se gonfler;negative;0;0;0;0;0;1
12325;se hérisser;negative;0;1;0;0;1;0
12326;se jeter sur;negative;0;1;0;1;1;0
12327;se joindre à;positive;0;0;0;0;0;0
12328;se lamenter;negative;0;1;1;0;0;1
12329;se lasser;negative;0;0;1;0;0;0
12330;se loger;positive;0;0;0;0;0;0
12331;se marier;positive;0;1;0;0;1;0
12332;se masturber;positive;1;0;0;0;0;0
12333;se matérialiser;positive;0;0;0;0;0;0
12334;se méfier de;negative;0;1;0;1;0;1
12335;se mélanger;positive;0;0;0;0;0;0
12336;se mêler;negative;0;0;0;1;0;0
12337;se méprendre;negative;0;1;1;1;0;0
12338;se mettre à califourchon sur;positive;0;0;0;0;0;0
12339;se mettre à genou;negative;0;0;1;0;0;0
12340;se mettre en grève;negative;0;0;0;1;0;0
12341;se mirer;positive;0;0;0;0;0;0
12342;se moquer;negative;0;0;0;1;0;1
12343;se moquer de;negative;0;1;1;1;0;0
12344;se multiplier;positive;0;0;0;0;0;0
12345;se noyer;negative;0;1;1;0;0;0
12346;se pâmer;positive;1;0;0;0;0;0
12347;se parjurer;negative;0;0;1;1;1;1
12348;se pavaner;negative;0;0;0;0;0;0
12349;se pencher;negative;0;1;0;0;0;0
12350;se percher;positive;0;0;0;0;0;0
12351;se périmer;negative;0;0;1;0;0;1
12352;se permettre;positive;0;0;0;0;0;0
12353;se plaindre;negative;0;0;1;1;0;0
12354;se plier;negative;0;0;0;0;0;0
12355;se plonger;positive;0;0;0;0;0;0
12356;se porter garant;positive;0;0;0;0;0;0
12357;se positionner;positive;0;0;0;0;0;0
12358;se précipiter;negative;0;1;1;1;1;0
12359;se prélasser;positive;1;0;0;0;0;0
12360;se préparer;positive;0;0;0;0;0;0
12361;se presser;negative;0;1;0;1;1;0
12362;se procurer;positive;0;0;0;0;0;0
12363;se produire;positive;0;0;0;0;0;0
12364;se profiler;negative;0;1;0;0;0;0
12365;se promener;positive;1;0;0;0;0;0
12366;se propager;negative;0;1;0;0;0;0
12367;se proposer;positive;0;1;0;0;0;0
12368;se prostituer;negative;0;0;1;0;0;1
12369;se qualifier;positive;1;0;0;0;0;0
12370;se quereller;negative;0;0;0;1;0;0
12371;se raidir;negative;0;1;0;1;0;0
12372;se rappeler;positive;0;0;0;0;0;0
12373;se rapprocher;positive;0;0;0;0;0;0
12374;se raser;positive;0;0;0;0;0;0
12375;se rassembler;positive;0;0;0;0;0;0
12376;se rebeller;negative;0;1;0;1;0;0
12377;se redresser;positive;0;0;0;0;0;0
12378;se régaler;positive;1;0;0;0;0;0
12379;se régénérer;positive;0;0;0;0;0;0
12380;se rejoindre;positive;0;0;0;0;0;0
12381;se réjouir;positive;0;0;0;0;1;0
12382;se rendre;negative;0;1;1;0;0;0
12383;se renseigner;positive;0;0;0;0;0;0
12384;se répandre;negative;0;0;0;0;0;0
12385;se repentir;positive;0;1;0;0;0;0
12386;se reposer;positive;1;0;0;0;0;0
12387;se représenter;positive;0;0;0;0;0;0
12388;se reproduire;negative;0;0;0;0;0;0
12389;se retirer;negative;0;1;1;0;0;0
12390;se retourner contre qqn;negative;0;0;1;1;0;0
12391;se rétracter;negative;0;1;0;1;0;0
12392;se rétrécir;negative;0;1;1;0;0;0
12393;se réveiller;positive;0;0;0;0;0;0
12394;se révolter;negative;0;0;0;1;1;0
12395;se séparer;negative;0;0;1;0;0;0
12396;se solidifier;positive;0;0;0;0;0;0
12397;se souvenir;positive;0;0;0;0;0;0
12398;se spécialiser;positive;0;0;0;0;0;0
12399;se suicider;negative;0;1;1;1;0;0
12400;se taire;negative;0;0;0;0;0;0
12401;se tapir;negative;0;1;1;0;0;0
12402;se tenir debout;positive;0;0;0;0;0;0
12403;se terminer;negative;0;1;1;0;0;0
12404;se tortiller;negative;0;0;0;0;0;1
12405;se tracasser;negative;0;1;0;0;0;0
12406;se tromper;negative;0;1;1;0;0;0
12407;se vanter;negative;0;0;0;0;0;0
12408;se vautrer;negative;0;1;1;0;1;1
12409;se venger;negative;0;1;0;1;1;0
12410;séance;positive;0;0;0;0;0;0
12411;seau;positive;0;0;0;0;0;0
12412;sec;negative;0;1;0;1;1;0
